no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,gender,marital_status,age,employment_type,years_at_current_job,previous_defaults,collateral_value,region,emi_ratio,target
3,Not Graduate,Yes,1532904,17316557,60,537,4972603,3591272,Female,Divorced,57,Govt Job,1,0,1200052,Semi-Urban,11.3,0
4,Not Graduate,Yes,2230246,3921224,36,711,8383062,3734963,Male,Single,25,Govt Job,1,0,7934426,Semi-Urban,1.76,1
1,Graduate,No,9355237,6592335,36,733,4367091,4805548,Male,Divorced,33,Student,8,0,3245898,Urban,0.7,0
2,Not Graduate,Yes,6402841,7689939,36,558,4160323,4646583,Male,Single,27,Business,3,1,3793885,Urban,1.2,0
0,Graduate,No,251263,15914577,180,312,9781112,4271078,Female,Married,23,Student,4,0,1739916,Semi-Urban,63.34,0
2,Not Graduate,No,3978832,12137453,180,729,8589253,2543159,Female,Single,42,Govt Job,14,0,7103769,Rural,3.05,1
2,Not Graduate,Yes,9713994,17447081,6,744,8853125,2214831,Female,Divorced,42,Govt Job,3,0,8171705,Rural,1.8,1
1,Graduate,Yes,1030394,9345871,12,778,7026635,3316785,Female,Married,32,Salaried,25,0,5913347,Rural,9.07,1
3,Not Graduate,Yes,4833727,3151852,120,890,9175068,796881,Male,Married,58,Govt Job,29,0,3919575,Rural,0.65,1
2,Not Graduate,Yes,4758889,12547852,240,387,4220321,871538,Male,Divorced,33,Salaried,2,1,4023227,Urban,2.64,0
3,Not Graduate,No,7327603,2614932,36,368,3870602,597147,Female,Single,32,Retired,5,0,2966903,Semi-Urban,0.36,0
0,Not Graduate,Yes,9636271,15802264,60,842,4134785,3657828,Male,Divorced,43,Salaried,28,0,5609485,Urban,1.64,1
1,Graduate,Yes,6395599,3572482,12,734,3723901,4998409,Male,Divorced,56,Govt Job,3,1,558981,Rural,0.56,0
1,Graduate,No,2299978,8367578,24,564,5533666,4695136,Female,Married,46,Student,24,1,1578225,Urban,3.64,0
4,Not Graduate,Yes,1725349,3315881,6,742,7796678,2710002,Male,Divorced,29,Business,9,0,8150690,Urban,1.92,1
2,Graduate,No,9519863,13642248,180,615,8933748,2550309,Female,Divorced,28,Govt Job,15,0,3394734,Urban,1.43,0
0,Graduate,Yes,3421305,4373412,24,512,5503854,1113919,Male,Single,34,Business,26,0,4271024,Rural,1.28,0
0,Graduate,No,262671,10285447,120,890,7778431,4970712,Female,Divorced,63,Business,22,0,759263,Semi-Urban,39.16,1
1,Not Graduate,No,5998322,16203692,12,853,9545191,1987191,Male,Divorced,64,Business,4,0,6158745,Semi-Urban,2.7,1
0,Graduate,No,960562,10660160,36,697,2406579,646566,Female,Married,39,Govt Job,5,0,3569200,Urban,11.1,1
0,Graduate,Yes,3423211,11103887,12,690,6193332,3440591,Female,Divorced,40,Business,6,1,1473012,Semi-Urban,3.24,0
3,Not Graduate,Yes,2579186,15688726,240,658,8553287,3666632,Female,Single,47,Salaried,9,0,8324555,Semi-Urban,6.08,1
1,Graduate,No,8725034,5683641,120,609,569302,3268434,Female,Married,35,Business,19,0,2376281,Urban,0.65,1
3,Not Graduate,No,1363353,10398211,180,545,7491631,4188164,Male,Divorced,52,Business,2,0,1583633,Semi-Urban,7.63,0
0,Not Graduate,Yes,6467891,12171829,240,605,9524368,2322867,Female,Divorced,41,Business,10,0,4248688,Semi-Urban,1.88,1
1,Graduate,No,2948559,9040914,6,648,3216592,2864211,Female,Married,36,Business,7,0,477691,Semi-Urban,3.07,0
4,Graduate,Yes,578468,2804282,60,723,2237884,867108,Female,Single,36,Business,1,0,3335592,Semi-Urban,4.85,0
3,Graduate,Yes,3485008,9162019,12,834,2583795,1338510,Male,Divorced,40,Govt Job,6,0,7325311,Rural,2.63,1
4,Not Graduate,No,786061,6780733,24,456,2289280,2681779,Female,Divorced,46,Retired,21,1,2978764,Semi-Urban,8.63,0
1,Graduate,Yes,1440997,170244,24,473,7460644,4950907,Female,Divorced,49,Retired,4,0,2875116,Urban,0.12,0
3,Graduate,No,2974265,7946530,240,644,4737459,3122320,Male,Divorced,43,Salaried,26,1,4325072,Rural,2.67,0
3,Graduate,Yes,1262852,4225796,36,440,7245374,1299421,Male,Divorced,30,Retired,22,1,2540278,Urban,3.35,0
1,Graduate,No,9977910,11346595,60,617,5334622,952025,Male,Divorced,49,Business,4,1,4177615,Urban,1.14,0
1,Graduate,No,6814049,11423711,240,371,5442228,1377101,Male,Divorced,47,Student,0,0,2824002,Urban,1.68,0
0,Not Graduate,Yes,8134559,15152034,180,724,1456114,2509890,Female,Divorced,28,Business,6,0,7663371,Urban,1.86,1
2,Not Graduate,Yes,1111620,470576,6,839,5579521,4456861,Male,Married,31,Business,4,0,777382,Rural,0.42,1
3,Graduate,Yes,6915131,2207737,240,626,9870373,4396838,Male,Married,34,Govt Job,21,0,5390645,Urban,0.32,1
3,Graduate,Yes,592927,2758568,240,808,8539573,3041846,Male,Married,63,Salaried,16,0,881114,Semi-Urban,4.65,1
2,Graduate,No,5313077,6583100,12,840,201374,1831356,Male,Divorced,55,Govt Job,23,0,9352729,Urban,1.24,1
0,Graduate,Yes,6731118,14100387,240,638,4876752,1390511,Male,Single,59,Salaried,19,0,7825413,Urban,2.09,1
3,Not Graduate,Yes,8747048,12037270,180,823,3073521,293681,Male,Single,50,Business,29,0,2469652,Semi-Urban,1.38,1
2,Graduate,Yes,3574043,15703339,24,393,6719405,611164,Male,Married,53,Retired,3,1,1542376,Urban,4.39,0
1,Graduate,No,8478041,19719324,180,676,9706097,2040063,Male,Married,44,Student,13,0,59796,Semi-Urban,2.33,0
0,Not Graduate,No,3290588,16673548,24,304,3631425,4777878,Female,Married,32,Govt Job,24,1,1551489,Rural,5.07,0
3,Graduate,Yes,1236800,1614622,12,643,6883555,1687390,Female,Married,36,Salaried,21,0,3536720,Rural,1.31,0
4,Graduate,Yes,2168533,13007352,60,841,5906630,714379,Female,Divorced,46,Salaried,26,0,7916661,Rural,6.0,1
3,Graduate,Yes,4114087,3126835,180,804,5863801,4702048,Female,Single,37,Salaried,25,0,4340033,Rural,0.76,1
4,Not Graduate,Yes,9465162,6174862,36,439,7726236,4424542,Female,Single,24,Govt Job,17,1,1196742,Urban,0.65,0
3,Graduate,No,7689313,8419444,12,733,6599461,172552,Female,Single,23,Salaried,9,0,7785187,Semi-Urban,1.09,1
3,Not Graduate,Yes,8907654,8322306,120,467,1056978,2219704,Female,Single,34,Govt Job,23,1,2584426,Semi-Urban,0.93,0
2,Graduate,No,8919857,9953875,12,743,6100812,2395605,Female,Married,63,Student,9,0,1855441,Rural,1.12,0
1,Not Graduate,Yes,9668347,10393996,36,698,5402182,4927986,Male,Single,58,Business,26,0,1935156,Urban,1.08,0
4,Graduate,No,6355994,19052779,36,873,5154320,4081989,Female,Single,45,Govt Job,10,0,3478739,Rural,3.0,1
0,Not Graduate,No,7584728,2102725,60,703,4599187,4068072,Female,Single,51,Govt Job,16,1,1229708,Rural,0.28,0
2,Graduate,Yes,7994018,6609935,180,688,6487509,3863226,Female,Single,61,Business,12,0,7454950,Rural,0.83,1
1,Graduate,Yes,8067000,4593776,120,700,7974111,363919,Female,Married,34,Retired,25,1,3595948,Rural,0.57,0
3,Not Graduate,Yes,3141434,15038591,24,668,355685,2625332,Male,Single,55,Salaried,24,0,6942247,Rural,4.79,1
2,Not Graduate,Yes,8628183,5159295,240,436,602221,1664756,Female,Single,44,Govt Job,9,1,2937707,Urban,0.6,0
3,Not Graduate,Yes,965289,8731758,24,696,275822,1494882,Male,Single,28,Govt Job,6,0,1587773,Urban,9.05,1
4,Graduate,No,8994506,4981482,180,738,349916,4781984,Male,Married,22,Business,24,0,4402137,Semi-Urban,0.55,1
2,Graduate,No,5738302,19451184,12,605,3060722,1706847,Female,Divorced,55,Salaried,11,0,6355597,Rural,3.39,1
1,Graduate,Yes,5725809,12533504,6,344,3385235,4334266,Female,Single,40,Govt Job,24,0,3261048,Semi-Urban,2.19,0
0,Graduate,Yes,1321098,14983231,120,539,4828376,635805,Female,Single,50,Business,23,1,3342584,Urban,11.34,0
2,Not Graduate,Yes,7764170,11128377,6,867,2222893,2719102,Female,Divorced,40,Govt Job,22,0,1827738,Semi-Urban,1.43,1
2,Not Graduate,No,5620222,19792313,6,682,2553911,4516886,Female,Divorced,59,Govt Job,26,0,4201426,Rural,3.52,1
2,Not Graduate,No,9658906,16047544,180,714,5848003,3638221,Male,Divorced,36,Business,14,0,7206767,Urban,1.66,1
3,Graduate,Yes,8133075,6510574,6,477,694043,4037221,Male,Divorced,52,Student,10,1,1294503,Rural,0.8,0
4,Not Graduate,No,5999764,11614040,240,675,1735518,4194737,Male,Married,26,Govt Job,3,0,3541258,Semi-Urban,1.94,0
3,Graduate,No,3223510,16737392,240,899,7098631,201935,Male,Married,34,Business,2,0,3138223,Semi-Urban,5.19,1
0,Graduate,No,1445681,9508182,60,631,5343030,2622775,Female,Divorced,47,Salaried,18,0,8452474,Semi-Urban,6.58,1
2,Not Graduate,Yes,366769,1161846,180,837,5288937,3624123,Male,Divorced,58,Salaried,21,0,7097639,Semi-Urban,3.17,1
2,Not Graduate,No,9887210,17634434,12,610,9701436,4685530,Male,Divorced,55,Retired,17,0,2120371,Semi-Urban,1.78,0
4,Not Graduate,Yes,9595430,13727053,240,882,508125,40703,Male,Single,49,Business,23,0,4094891,Semi-Urban,1.43,1
4,Not Graduate,Yes,4784143,17841791,24,669,8723647,620872,Male,Married,29,Business,17,0,212778,Semi-Urban,3.73,1
1,Not Graduate,Yes,2945738,17103620,12,689,7805388,358598,Male,Divorced,32,Business,6,0,1127667,Semi-Urban,5.81,1
3,Not Graduate,Yes,7878954,4087898,36,866,2463593,1854231,Male,Divorced,49,Govt Job,9,0,2094056,Rural,0.52,1
0,Not Graduate,Yes,8678321,10905128,240,404,9393551,4694707,Female,Divorced,37,Student,13,0,1597456,Rural,1.26,0
3,Graduate,Yes,1443447,1804691,180,859,4066605,1552119,Female,Single,52,Business,9,0,3180502,Rural,1.25,1
3,Graduate,No,9108546,15846695,12,642,9754500,3152935,Female,Divorced,55,Retired,15,1,1490461,Semi-Urban,1.74,0
4,Graduate,No,8069352,2412852,240,724,2319974,756409,Male,Married,30,Business,12,0,6028127,Urban,0.3,1
0,Not Graduate,Yes,2447235,3644363,36,380,2123179,3197464,Male,Married,58,Govt Job,21,0,2289985,Rural,1.49,0
3,Graduate,No,8284588,13092509,24,873,2752869,2715944,Female,Married,39,Salaried,25,0,2715943,Urban,1.58,1
0,Not Graduate,Yes,9258788,8822795,24,726,403090,2958669,Female,Married,33,Govt Job,17,0,3758026,Rural,0.95,0
2,Graduate,Yes,2298717,10811360,60,668,4065410,4903640,Female,Married,32,Govt Job,16,0,1729373,Semi-Urban,4.7,1
4,Graduate,No,441203,5987324,180,797,9103034,1949672,Male,Married,52,Salaried,2,0,4734324,Urban,13.57,1
2,Graduate,No,6534383,16591560,180,734,5373149,2799906,Female,Married,62,Salaried,14,0,1326374,Urban,2.54,1
1,Graduate,Yes,2828219,7826289,240,478,2726999,2621479,Female,Divorced,44,Retired,7,1,3473979,Rural,2.77,0
2,Graduate,No,8897465,16857776,240,643,8440216,4411852,Male,Single,35,Business,2,0,1959624,Rural,1.89,1
0,Graduate,Yes,8983458,14684377,120,796,7218387,2739541,Male,Divorced,42,Salaried,25,0,2336068,Rural,1.63,1
2,Graduate,No,4940084,17940626,240,706,6736007,50011,Male,Married,31,Retired,2,1,4164895,Rural,3.63,0
4,Graduate,Yes,9800219,6164992,240,803,5609000,3704260,Female,Married,26,Business,2,0,7375264,Rural,0.63,1
2,Not Graduate,No,6055540,7656389,120,705,3060150,1737769,Male,Single,36,Salaried,19,0,818630,Rural,1.26,1
4,Not Graduate,Yes,853385,15639421,120,586,9670512,4974001,Female,Single,64,Business,18,1,3026464,Urban,18.33,0
2,Graduate,Yes,7692052,18569940,60,838,4976584,3827402,Female,Divorced,53,Salaried,13,0,2001266,Semi-Urban,2.41,1
1,Graduate,Yes,905896,15967325,180,639,6863166,4059937,Male,Divorced,55,Salaried,8,0,3551308,Rural,17.63,1
0,Graduate,No,781173,12758256,60,706,9393636,3340830,Female,Divorced,24,Govt Job,23,0,953517,Urban,16.33,1
4,Not Graduate,Yes,872639,2123742,6,848,9473860,1758865,Male,Divorced,29,Business,26,0,4348482,Urban,2.43,1
1,Graduate,Yes,4353021,4378867,24,633,6880928,1467254,Female,Single,56,Salaried,0,0,1258108,Semi-Urban,1.01,0
2,Graduate,No,8707205,4566712,24,617,8027385,3728230,Male,Single,51,Business,16,0,831518,Rural,0.52,1
2,Not Graduate,Yes,5701760,16160428,180,799,8356114,3438660,Male,Divorced,60,Salaried,16,0,7459952,Semi-Urban,2.83,1
4,Not Graduate,No,7857622,2955981,120,689,8885351,1696633,Male,Single,43,Govt Job,4,0,716699,Urban,0.38,0
1,Not Graduate,Yes,4458509,19320859,60,447,8267546,2956357,Female,Married,21,Salaried,12,1,2566735,Urban,4.33,0
3,Graduate,No,934001,12333794,120,816,135626,4505866,Female,Single,47,Salaried,3,0,5159237,Semi-Urban,13.21,1
4,Graduate,No,7704098,12777958,120,687,7373294,4545701,Male,Single,49,Salaried,29,0,7568295,Semi-Urban,1.66,1
2,Not Graduate,No,7560153,17110686,6,620,9801408,4468921,Male,Single,48,Business,22,0,7668857,Urban,2.26,1
4,Graduate,Yes,5919514,4964616,36,621,769644,3888536,Female,Divorced,23,Govt Job,24,0,467958,Urban,0.84,1
3,Not Graduate,Yes,9080991,6110674,180,630,1159737,4094394,Male,Single,45,Retired,2,0,3585457,Rural,0.67,0
2,Graduate,Yes,5300580,7930361,12,875,5211094,4067922,Male,Married,39,Salaried,29,0,3208001,Rural,1.5,1
2,Graduate,Yes,3205994,2960532,240,667,9847572,1447766,Female,Divorced,63,Retired,11,0,1218870,Semi-Urban,0.92,0
1,Graduate,No,8824948,16325087,6,672,9252347,4762073,Female,Divorced,44,Govt Job,2,0,5050394,Semi-Urban,1.85,1
0,Graduate,No,4137260,5165106,6,743,4806906,2900620,Male,Single,32,Business,10,0,783118,Urban,1.25,1
3,Not Graduate,No,9356560,6283512,36,439,2051830,4743183,Male,Single,37,Salaried,9,1,4029699,Rural,0.67,0
0,Not Graduate,Yes,5971272,4404145,6,427,1932470,1021110,Female,Divorced,32,Student,0,1,1028525,Rural,0.74,0
2,Graduate,Yes,3459712,9881142,180,791,6146772,1256117,Female,Divorced,32,Business,29,0,5653815,Rural,2.86,1
1,Graduate,Yes,2033006,3643296,12,795,5071578,3474469,Female,Married,56,Business,8,0,2781675,Rural,1.79,1
4,Graduate,No,1055805,11234894,36,640,1059983,2848201,Female,Single,54,Govt Job,18,0,5029052,Rural,10.64,1
2,Graduate,Yes,4716797,17186792,240,852,8749700,463393,Female,Single,34,Govt Job,26,0,7534865,Urban,3.64,1
1,Not Graduate,No,4058235,7054255,12,780,924949,2409635,Female,Divorced,59,Business,15,0,2573340,Semi-Urban,1.74,1
4,Graduate,Yes,7505826,12765619,180,680,557799,2646017,Female,Single,64,Govt Job,16,1,4957808,Rural,1.7,0
0,Not Graduate,Yes,4689297,8286572,120,737,9230035,410790,Male,Divorced,48,Business,22,0,5685395,Rural,1.77,1
0,Graduate,Yes,2056405,13330100,240,553,876006,4465044,Male,Single,27,Govt Job,12,1,4569939,Rural,6.48,0
0,Graduate,Yes,5225875,19344116,240,732,8240853,3780800,Female,Divorced,47,Govt Job,24,1,4940403,Urban,3.7,0
0,Not Graduate,Yes,6075601,6374173,24,788,1440869,4021988,Female,Single,46,Govt Job,10,0,7974861,Semi-Urban,1.05,1
4,Not Graduate,Yes,7345655,5184982,36,865,6527862,1133350,Female,Single,45,Govt Job,13,0,1088791,Rural,0.71,1
0,Graduate,No,5127294,876672,6,731,3101798,2516290,Female,Married,41,Business,18,0,9607297,Urban,0.17,1
3,Graduate,Yes,3315720,16629826,120,898,8859816,340472,Male,Divorced,51,Govt Job,7,0,8900165,Urban,5.02,1
1,Not Graduate,No,1339717,10029379,36,447,3335895,4841657,Female,Married,55,Student,26,0,2603791,Semi-Urban,7.49,0
3,Graduate,Yes,5292928,3371309,36,757,8289767,3102569,Male,Married,23,Salaried,8,0,1266015,Semi-Urban,0.64,1
3,Graduate,Yes,4717045,127291,60,497,2899884,911194,Female,Divorced,58,Govt Job,14,0,3989664,Semi-Urban,0.03,0
3,Not Graduate,Yes,9273783,13722036,60,797,2255479,3794067,Female,Married,34,Govt Job,27,0,690787,Semi-Urban,1.48,1
2,Not Graduate,Yes,2081008,17697736,60,311,4619167,2793293,Male,Married,48,Govt Job,27,0,1550674,Semi-Urban,8.5,0
4,Not Graduate,No,8993869,15586721,60,458,3823010,2731645,Male,Married,42,Govt Job,5,1,3386303,Rural,1.73,0
4,Graduate,No,9540532,4835396,240,884,9444186,3924776,Female,Divorced,36,Govt Job,17,0,345027,Semi-Urban,0.51,1
4,Graduate,Yes,9056129,4344727,120,616,8301170,2281164,Male,Divorced,53,Business,24,0,9569937,Urban,0.48,1
4,Not Graduate,No,6551103,6931684,6,868,9352103,4014493,Male,Single,36,Govt Job,17,0,1931718,Urban,1.06,1
3,Not Graduate,No,4185206,12333519,24,608,4515998,4661489,Female,Married,35,Business,2,0,4820982,Urban,2.95,1
2,Not Graduate,Yes,3934141,12679644,120,473,6993201,4233980,Female,Divorced,59,Salaried,19,0,4186960,Semi-Urban,3.22,0
0,Graduate,No,913423,779380,120,340,7725542,1252032,Female,Divorced,52,Retired,11,0,4978822,Semi-Urban,0.85,0
0,Graduate,Yes,5811868,12168766,120,377,7548065,2950145,Male,Married,55,Retired,18,0,94513,Rural,2.09,0
3,Not Graduate,Yes,4965351,14918587,240,849,8105904,2948587,Female,Single,54,Govt Job,16,0,671742,Urban,3.0,1
1,Graduate,Yes,3655927,3652000,60,766,5381657,3343131,Male,Married,58,Business,24,0,1500421,Semi-Urban,1.0,1
4,Not Graduate,No,1984806,8917765,180,778,2761229,1575439,Female,Single,33,Business,25,0,5224292,Urban,4.49,1
1,Graduate,Yes,5663770,10557255,60,606,4160329,4894033,Male,Married,45,Salaried,12,0,6947130,Urban,1.86,1
3,Graduate,No,3538900,11610855,36,690,1111304,2272774,Male,Single,46,Student,14,0,1925288,Urban,3.28,0
2,Not Graduate,No,1094222,6882717,180,739,8249298,2720385,Female,Married,40,Business,29,0,9604989,Semi-Urban,6.29,1
4,Graduate,Yes,9147973,19076119,120,638,1416740,3041663,Female,Single,45,Salaried,24,0,3796888,Semi-Urban,2.09,0
2,Graduate,Yes,758709,19464493,6,748,2409334,4799261,Female,Divorced,49,Business,25,0,2107125,Rural,25.65,1
3,Graduate,No,6274222,2153505,6,775,8882549,620461,Male,Single,50,Govt Job,8,0,9176918,Urban,0.34,1
3,Not Graduate,No,8439604,13576172,6,701,9010878,707093,Male,Divorced,51,Business,29,0,9082047,Urban,1.61,1
3,Not Graduate,No,3425602,18862720,12,714,6119949,2969774,Female,Divorced,34,Govt Job,24,0,6424147,Rural,5.51,1
0,Graduate,Yes,1232384,17003485,6,571,3937139,759837,Male,Married,60,Retired,7,1,1394837,Semi-Urban,13.8,0
1,Not Graduate,Yes,771951,508703,240,663,4294848,2032492,Male,Married,64,Govt Job,6,0,5241894,Urban,0.66,1
1,Graduate,No,8517202,11831354,36,793,2904200,614169,Male,Married,58,Salaried,29,0,3087311,Urban,1.39,1
3,Graduate,Yes,669977,7177326,60,745,5774206,841450,Female,Divorced,49,Salaried,1,0,2045595,Urban,10.71,0
1,Not Graduate,Yes,7010230,14655123,120,775,2691509,250690,Male,Married,64,Salaried,12,0,9139255,Rural,2.09,1
2,Not Graduate,No,1296575,16439588,180,657,4649976,854285,Male,Single,30,Student,17,1,901057,Urban,12.68,0
3,Graduate,Yes,8505802,18463054,180,464,748228,1827880,Female,Divorced,33,Student,10,0,4089601,Urban,2.17,0
2,Graduate,No,1634927,12046118,60,424,6495655,4145412,Male,Divorced,45,Salaried,5,1,2108987,Rural,7.37,0
2,Not Graduate,Yes,3652444,10625811,12,324,1937909,4436290,Female,Married,64,Retired,7,0,468998,Rural,2.91,0
4,Not Graduate,Yes,2571175,4049849,240,329,5681273,3103164,Female,Divorced,29,Student,16,1,4551527,Semi-Urban,1.58,0
0,Graduate,Yes,5757185,16517455,36,739,2752936,3155284,Male,Single,45,Retired,8,0,263563,Rural,2.87,0
3,Not Graduate,Yes,8122772,329115,240,488,4682509,3472975,Male,Single,56,Business,25,0,1910959,Rural,0.04,0
4,Not Graduate,Yes,1716742,8698600,12,852,5786876,1497441,Female,Single,60,Business,25,0,4765508,Semi-Urban,5.07,1
1,Not Graduate,Yes,8238289,17074883,180,694,2890369,2607457,Female,Married,34,Govt Job,11,0,916001,Semi-Urban,2.07,0
2,Graduate,No,8804532,10181291,240,720,2024516,1686221,Female,Divorced,39,Student,22,0,1038514,Rural,1.16,0
1,Graduate,Yes,4860631,12597232,120,393,8873708,1774205,Female,Married,51,Student,16,1,635856,Urban,2.59,0
3,Graduate,No,7930354,7754427,60,363,5033418,3010075,Female,Single,28,Retired,2,0,2972251,Rural,0.98,0
3,Not Graduate,Yes,802485,19430544,6,778,9126592,3723136,Male,Single,21,Salaried,26,0,8338870,Rural,24.21,1
3,Not Graduate,Yes,663885,969110,240,885,7979425,4264058,Male,Married,27,Govt Job,15,0,8729903,Semi-Urban,1.46,1
0,Graduate,Yes,8298170,1747533,6,821,1485323,2280838,Male,Divorced,58,Salaried,19,0,6745370,Urban,0.21,1
0,Not Graduate,Yes,5329093,10125508,36,851,9431557,3282532,Male,Married,35,Salaried,19,0,531217,Rural,1.9,1
3,Graduate,No,6797432,3551315,240,768,6748468,2251626,Female,Divorced,63,Govt Job,18,0,9656452,Rural,0.52,1
4,Graduate,Yes,7938585,4218927,60,672,905060,4446934,Female,Divorced,47,Student,14,0,580222,Urban,0.53,0
2,Not Graduate,No,7918754,16824924,60,803,6819153,375647,Female,Divorced,55,Salaried,15,0,4802883,Semi-Urban,2.12,1
4,Not Graduate,Yes,7604495,12924297,60,464,6842814,1486077,Male,Single,54,Business,10,0,3942744,Rural,1.7,0
3,Not Graduate,No,7386175,12858106,120,759,6193200,120333,Female,Single,57,Govt Job,24,0,5230748,Rural,1.74,1
2,Not Graduate,Yes,8733033,14808159,24,837,3202701,1261827,Female,Divorced,50,Salaried,25,0,5976984,Semi-Urban,1.7,1
2,Graduate,Yes,7793840,6468165,24,530,5384057,1206692,Female,Married,23,Business,24,0,320100,Semi-Urban,0.83,0
3,Graduate,No,7950225,18077914,24,824,8786457,3615000,Male,Divorced,52,Business,24,0,6731716,Rural,2.27,1
4,Graduate,Yes,5825486,6598124,6,483,9650513,2983626,Male,Single,32,Student,8,0,78491,Rural,1.13,0
4,Graduate,Yes,9016471,13649786,6,746,4152604,1201452,Female,Single,24,Student,5,1,1359011,Urban,1.51,0
0,Not Graduate,Yes,9068285,14953741,24,653,3715529,4558566,Female,Married,64,Salaried,28,1,2630448,Semi-Urban,1.65,0
0,Graduate,No,9624895,18376585,6,491,8711978,1529732,Female,Married,54,Salaried,28,1,3993008,Semi-Urban,1.91,0
3,Graduate,Yes,4320191,15918976,60,434,5680795,2700560,Male,Single,47,Salaried,13,1,4882181,Rural,3.68,0
2,Graduate,No,3762630,19877068,36,717,3633257,3995617,Male,Married,34,Salaried,4,0,1963986,Urban,5.28,1
2,Not Graduate,No,1488617,10607510,36,672,7144901,3446666,Male,Divorced,55,Business,13,0,3458894,Rural,7.13,1
4,Not Graduate,Yes,8337655,8581700,12,644,1409241,728959,Female,Divorced,21,Salaried,23,1,3251942,Urban,1.03,0
3,Graduate,No,5888103,11452718,24,766,3821029,1326615,Male,Married,40,Business,28,0,2639237,Semi-Urban,1.95,1
1,Graduate,Yes,2089685,7351580,60,406,4483520,4645882,Female,Married,21,Student,22,1,3880709,Urban,3.52,0
2,Graduate,No,8725528,1740972,12,682,6910311,406511,Male,Single,46,Govt Job,17,0,4008751,Rural,0.2,1
0,Graduate,No,9925668,17294837,6,865,9334061,1469912,Male,Divorced,38,Business,15,0,4396145,Urban,1.74,1
0,Not Graduate,Yes,9137718,19490907,240,542,4177685,4586677,Male,Divorced,30,Business,1,0,3544490,Urban,2.13,0
1,Graduate,No,7208918,16136811,180,785,6050753,886831,Female,Single,61,Salaried,26,0,3759765,Rural,2.24,1
